nom,nombre_chambres,etoiles,note,nombre_avis,lien,iso,ecologique,green_leader,longitude,latitude,ville,pays,continent
Anantara Sahara Tozeur Resort & Villas,93,5,4.5,149,https://www.nh-hotels.fr/hotel/anantara-sahara-tozeur-resort-and-villas,non,non,non,8.079288,33.896404,Tozeur,Tunisie,Afrique
NH Bariloche Edelweiss,95,4,4.0,1158,https://www.nh-hotels.fr/hotel/nh-bariloche-edelweiss,non,oui,non,-71.31515,-41.1343067,Bariloche,Argentine,Amérique
NH Buenos Aires 9 de Julio,175,4,4.5,1834,https://www.nh-hotels.fr/hotel/nh-buenos-aires-9-de-julio,non,oui,oui,-58.381938,-34.606553,Buenos Aires,Argentine,Amérique
NH Buenos Aires City,302,5,4.0,2177,https://www.nh-hotels.fr/hotel/nh-buenos-aires-city,non,non,non,-58.3755967,-34.609775,Buenos Aires,Argentine,Amérique
NH Buenos Aires Florida,162,4,4.0,673,https://www.nh-hotels.fr/hotel/nh-buenos-aires-florida,non,non,non,-58.374098,-34.598123,Buenos Aires,Argentine,Amérique
NH Buenos Aires Latino,100,4,4.5,1302,https://www.nh-hotels.fr/hotel/nh-buenos-aires-latino,non,non,non,-58.379296,-34.604658,Buenos Aires,Argentine,Amérique
NH Buenos Aires Tango,108,4,4.0,1124,https://www.nh-hotels.fr/hotel/nh-buenos-aires-tango,non,oui,oui,-58.382399,-34.601616,Buenos Aires,Argentine,Amérique
NH Collection Buenos Aires Centro Histórico,67,5,4.5,255,https://www.nh-hotels.fr/hotel/nh-collection-buenos-aires-centro-historico,non,non,non,-58.3752285,-34.6086754,Buenos Aires,Argentine,Amérique
NH Collection Buenos Aires Crillon,96,4,4.0,1489,https://www.nh-hotels.fr/hotel/nh-collection-buenos-aires-crillon,non,non,non,-58.378352,-34.595145,Buenos Aires,Argentine,Amérique
NH Collection Buenos Aires Jousten,84,4,4.5,1172,https://www.nh-hotels.fr/hotel/nh-collection-buenos-aires-jousten,non,oui,non,-58.370866,-34.603003,Buenos Aires,Argentine,Amérique
NH Collection Buenos Aires Lancaster,115,4,4.5,1224,https://www.nh-hotels.fr/hotel/nh-collection-buenos-aires-lancaster,non,oui,oui,-58.372963,-34.598391,Buenos Aires,Argentine,Amérique
NH Córdoba Panorama,138,4,4.0,1068,https://www.nh-hotels.fr/hotel/nh-cordoba-panorama,non,oui,non,-64.190658,-31.416651,Cordoba,Argentine,Amérique
NH Córdoba Urbano,72,3,4.0,947,https://www.nh-hotels.fr/hotel/nh-cordoba-urbano,non,non,non,-64.189886,-31.419068,Cordoba,Argentine,Amérique
NH Gran Hotel Provincial,460,5,4.0,1483,https://www.nh-hotels.fr/hotel/nh-gran-hotel-provincial,non,non,non,-57.540518,-38.007001,Mar del Plata,Argentine,Amérique
NH Hotel Casino,65,4,3.5,85,https://www.nh-hotels.fr/hotel/nh-hotel-casino,non,non,non,-57.540518,-38.007001,Mar del Plata,Argentine,Amérique
NH Mendoza Cordillera,105,4,4.0,1322,https://www.nh-hotels.fr/hotel/nh-mendoza-cordillera,non,non,non,-68.841257,-32.887683,Mendoza,Argentine,Amérique
NH Curitiba The Five,180,4,,,https://www.nh-hotels.fr/hotel/nh-curitiba-the-five,non,non,non,-49.275939,-25.437728,Curitiba,Brésil,Amérique
NH Antofagasta,139,,4.0,516,https://www.nh-hotels.fr/hotel/nh-antofagasta,non,non,non,-70.414114,-23.681821,Antofagasta,Chili,Amérique
NH Iquique,78,4,4.0,445,https://www.nh-hotels.fr/hotel/nh-iquique,non,non,non,-70.129637,-20.267913,Iquique,Chili,Amérique
NH Ciudad de Santiago,122,4,4.0,1733,https://www.nh-hotels.fr/hotel/nh-ciudad-de-santiago,non,non,non,-70.628274,-33.435495,Santiago,Chili,Amérique
NH Collection Plaza Santiago,159,5,4.5,2234,https://www.nh-hotels.fr/hotel/nh-collection-plaza-santiago,non,non,non,-70.60485,-33.416844,Santiago,Chili,Amérique
NH Collection Santiago Casacostanera,85,4,4.5,35,https://www.nh-hotels.fr/hotel/nh-collection-santiago-casacostanera,non,non,non,-70.598065,-33.398261,Santiago,Chili,Amérique
NH Collection Barranquilla Smartsuites Royal,118,,4.5,441,https://www.nh-hotels.fr/hotel/nh-collection-barranquilla-smartsuites-royal,non,non,non,-74.8124016,11.003705,Barranquilla,Colombie,Amérique
NH Bogotá Boheme Royal,66,,4.5,624,https://www.nh-hotels.fr/hotel/nh-bogota-boheme-royal,non,oui,oui,-74.054417,4.666673,Bogotá,Colombie,Amérique
NH Bogotá Pavillon Royal,72,,4.5,382,https://www.nh-hotels.fr/hotel/nh-bogota-pavillon-royal,non,non,non,-74.046860,4.677247,Bogotá,Colombie,Amérique
NH Bogotá Urban 26 Royal,118,,4.5,363,https://www.nh-hotels.fr/hotel/nh-bogota-urban-26-royal,non,non,non,-74.083242,4.629446,Bogotá,Colombie,Amérique
NH Bogotá Urban 93 Royal,54,,4.0,280,https://www.nh-hotels.fr/hotel/nh-bogota-urban-93-royal,non,non,non,-74.053633,4.680084,Bogotá,Colombie,Amérique
NH Collection Bogotá Andino Royal,,,4.5,652,https://www.nh-hotels.fr/hotel/nh-collection-bogota-andino-royal,non,oui,non,-74.051978,4.667971,Bogotá,Colombie,Amérique
NH Collection Bogotá Hacienda Royal,82,,4.5,695,https://www.nh-hotels.fr/hotel/nh-collection-bogota-hacienda-royal,non,oui,non,-74.031895,4.692370,Bogotá,Colombie,Amérique
NH Collection Bogotá Teleport Royal,251,,4.5,1266,https://www.nh-hotels.fr/hotel/nh-collection-bogota-teleport-royal,non,oui,non,-74.035527,4.691760,Bogotá,Colombie,Amérique
NH Collection Bogotá Terra 100 Royal,73,,4.5,286,https://www.nh-hotels.fr/hotel/nh-collection-bogota-terra-100-royal,non,oui,oui,-74.052665,4.686206,Bogotá,Colombie,Amérique
NH Collection Bogotá WTC Royal,144,,4.5,744,https://www.nh-hotels.fr/hotel/nh-collection-bogota-wtc-royal,non,oui,non,-74.040397,4.68055,Bogotá,Colombie,Amérique
NH Cali Royal,145,,4.0,562,https://www.nh-hotels.fr/hotel/nh-cali-royal,non,non,non,-76.539087,3.371202,Cali,Colombie,Amérique
NH Cartagena Urban Royal,28,,,,https://www.nh-hotels.fr/hotel/nh-cartagena-urban-royal,non,non,non,-75.5492767,10.4233987,Carthagène des Indes,Colombie,Amérique
NH Collection Medellín Royal,,,4.5,1144,https://www.nh-hotels.fr/hotel/nh-collection-medellin-royal,non,non,non,-75.572846,6.197019,Medellín,Colombie,Amérique
NH Capri La Habana,220,4,4.0,2817,https://www.nh-hotels.fr/hotel/nh-capri-la-habana,non,non,non,-82.382596,23.14217,La Havane,Cuba,Amérique
NH Collection Victoria La Habana,31,4,4.5,409,https://www.nh-hotels.fr/hotel/nh-collection-victoria-la-habana,non,non,non,-82.3991973,23.1344077,La Havane,Cuba,Amérique
NH Collection Quito Royal,124,5,4.5,1050,https://www.nh-hotels.fr/hotel/nh-collection-quito-royal,non,non,non,-78.484547,-0.205652,Quito,Équateur,Amérique
NH Collection New York Madison Avenue,288,4,,,https://www.nh-hotels.fr/hotel/nh-collection-new-york-madison-avenue,non,non,non,-73.980655,40.750087,New York,États-Unis,Amérique
NH Haiti El Rancho,72,4,4.5,790,https://www.nh-hotels.fr/hotel/nh-haiti-el-rancho,non,non,non,-72.291328,18.521009,Port au Prince,Haïti,Amérique
NH Cancún Airport,140,4,,,https://www.nh-hotels.fr/hotel/nh-cancun-airport,non,non,non,-86.862754,20.989514,Cancún,Mexique,Amérique
NH Coatzacoalcos,104,3,4.0,240,https://www.nh-hotels.fr/hotel/nh-coatzacoalcos,non,non,non,-94.47215556,18.14332222,Coatzacoalcos,Mexique,Amérique
NH Collection Guadalajara Providencia,137,5,4.5,931,https://www.nh-hotels.fr/hotel/nh-collection-guadalajara-providencia,oui,oui,non,-103.377759,20.700895,Guadalajara,Mexique,Amérique
NH Collection León Expo,141,4,4.5,195,https://www.nh-hotels.fr/hotel/nh-collection-leon-expo,non,non,non,-101.652479,21.114840,León,Mexique,Amérique
NH Collection Mérida Paseo Montejo,120,4,4.0,98,https://www.nh-hotels.fr/hotel/nh-collection-merida-paseo-montejo,non,non,non,-89.6223045,20.983479,Mérida,Mexique,Amérique
NH Collection Mexico City Airport T2,287,4,4.0,2050,https://www.nh-hotels.fr/hotel/nh-collection-mexico-city-airport-t2,non,non,non,-99.078312,19.43171,Mexico,Mexique,Amérique
NH Collection Mexico City Centro Histórico,105,4,4.0,1230,https://www.nh-hotels.fr/hotel/nh-collection-mexico-city-centro-historico,non,oui,non,-99.135425,19.43156667,Mexico,Mexique,Amérique
NH Collection Mexico City Reforma,306,4,4.0,1093,https://www.nh-hotels.fr/hotel/nh-collection-mexico-city-reforma,non,non,non,-99.16538333,19.42417778,Mexico,Mexique,Amérique
NH Collection Mexico City Santa Fe,135,4,4.5,596,https://www.nh-hotels.fr/hotel/nh-collection-mexico-city-santa-fe,non,non,non,-99.2784957,19.3594423,Mexico,Mexique,Amérique
NH Mexico City Valle Dorado,130,4,4.0,598,https://www.nh-hotels.fr/hotel/nh-mexico-city-valle-dorado,non,non,non,-99.210032,19.547336,Mexico,Mexique,Amérique
NH Collection Monterrey San Pedro,217,4,4.0,979,https://www.nh-hotels.fr/hotel/nh-collection-monterrey-san-pedro,non,non,non,-100.359248,25.650579,Monterrey,Mexique,Amérique
NH Monterrey La Fe,152,4,,,https://www.nh-hotels.fr/hotel/nh-monterrey-la-fe,non,non,non,-100.2175661,25.721181,Monterrey,Mexique,Amérique
NH Puebla Centro Histórico,180,4,4.0,1427,https://www.nh-hotels.fr/hotel/nh-puebla-centro-historico,non,non,non,-98.202226,19.045395,Puebla,Mexique,Amérique
NH Puebla Finsa,138,4,4.5,136,https://www.nh-hotels.fr/hotel/nh-puebla-finsa,non,non,non,-98.235836,19.099974,Puebla,Mexique,Amérique
NH Queretaro,140,4,3.5,379,https://www.nh-hotels.fr/hotel/nh-queretaro,non,non,non,-100.41859,20.606875,Queretaro,Mexique,Amérique
NH San Luis Potosí,111,4,4.0,190,https://www.nh-hotels.fr/hotel/nh-san-luis-potosi,non,non,non,-100.996079,22.150406,San Luis Potosí,Mexique,Amérique
NH Montevideo Columbia,136,4,4.0,1704,https://www.nh-hotels.fr/hotel/nh-montevideo-columbia,non,non,non,-56.202557,-34.90976,Montevideo,Uruguay,Amérique
NH Berlin Alexanderplatz,225,4,4.0,300,https://www.nh-hotels.fr/hotel/nh-berlin-alexanderplatz,non,oui,oui,13.4386952,52.5236792,Berlin,Allemagne,Europe
NH Berlin City Ost,99,4,4.0,545,https://www.nh-hotels.fr/hotel/nh-berlin-city-ost,non,non,non,13.482000,52.513547,Berlin,Allemagne,Europe
NH Berlin Kurfürstendamm,167,4,4.0,1454,https://www.nh-hotels.fr/hotel/nh-berlin-kurfuerstendamm,oui,oui,oui,13.324160,52.504023,Berlin,Allemagne,Europe
